Google builds theme park ride in CES parking lot to show Assistant,"Google has built a theme park ride to display its AI-powered Assistant's features at CES (Consumer Electronics Show) 2019 in Las Vegas. A two-storey building was built by Google in the middle of the event's parking lot, with the ride based on the upper floor. A 360Ã‚Â° video tour of the ride can also be accessed by Assistant users worldwide."
Cong ready to fight elections alone in UP: Party leader,"Senior Congress leader Rajiv Bakshi on Friday said, ""We...are ready to fight the coming elections alone in Uttar Pradesh."" ""We alone have 45 seats in the Lok Sabha and it is any day many more than the regional players,"" he added. This comes amid speculations of Samajwadi Party and Bahujan Samaj Party forming an alliance in UP."
"Here to listen, not speak my 'mann ki baat': Rahul in Dubai","Addressing Indian workers in Dubai on Friday, Congress President Rahul Gandhi said he is there to listen to the workers and not to tell them his ""mann ki baat"". Rahul apparently said this in reference to PM Narendra Modi's radio broadcast 'Mann Ki Baat'. ""I will stand by all of you...You've made Indians of every religion...state and...caste proud,"" Rahul added."
Andhra to get special status if Cong wins: Rahul Gandhi,"Addressing a gathering of Indian workers in Dubai, Congress President Rahul Gandhi on Friday said, ""We will give special category status to Andhra Pradesh."" ""It's the first thing we will do after coming to power in 2019,"" he added. Rahul further praised the workers, saying that they ""helped India, Indian states and poor people""."
"BJP wants to make Ram mandir, Congress creating hurdles: Shah","BJP President Amit Shah on Friday said that BJP is committed to the construction of Ram Temple as promised in 2014. ""We are trying that the case reaches its conclusion in the Supreme Court...but Congress is creating obstacles in the process,"" he added. The SC has deferred hearing in the Ram Janmabhoomi-Babri Masjid land title dispute to January 29."
Drunk man kills daughter diagnosed with heart problem,"A 44-year-old man, Nagaraj Poojary, allegedly killed his 11-year-old daughter in an inebriated state on Wednesday. The deceased, who underwent bypass surgery in 2017, was diagnosed with more heart complications and Nagaraj didn't take it well and drank frequently, the family's neighbour said. According to the police, Nagaraj killed his daughter by feeding her water mixed with pesticide. "
1.2 lakh toilets set up in Prayagraj for Kumbh Mela: CM Yogi,"Uttar Pradesh CM Yogi Adityanath has announced that over 1.2 lakh eco-friendly toilets and above 40,000 street lights have been installed in Prayagraj ahead of the upcoming Kumbh Mela in the city.  ""For the first time, waterways, roadways, and airways have extended connectivity to...Kumbh,"" Yogi added. He also said President Ram Nath Kovind will attend the Kumbh on January 17."
"Canada police can now demand breath samples in bars, at home","Police in Canada can now demand breath samples from people in bars, at home or anywhere else under a revised law aimed at curbing drunk driving. The new rules make it a criminal offence to be over the legal blood alcohol level within two hours of driving. Refusing a test may lead to fine, licence suspension and jail, among others."
'The country is a prison': UN on N Korea human rights abuses,"Expressing concerns over the human rights abuses in North Korea, UN Special Rapporteur on the situation of human rights in North Korea, TomÃƒÂ¡s Ojea Quintana quoted a source as saying that ""the whole country is a prison"". ""In all areas related to the enjoyment of economic and social rights, much of the country's population is being left behind,"" Quintana added."
"Pandya, Rahul suspended pending inquiry over comments on women","Indian cricketers Hardik Pandya and KL Rahul have been suspended pending an inquiry over their offensive comments on women in 'Koffee with Karan', CoA chief Vinod Rai said. This comes after CoA member Diana Edulji sought opinion from BCCI's legal cell following Rai's recommendation of a two-match ban. Their remarks on the show were also condemned by captain Virat Kohli."
Shareef tha voh bechara: Anupam Kher's mother on Manmohan Singh,"In a video shared by Anupam Kher asking his mother if she liked his portrayal of ex-PM Manmohan Singh in 'The Accidental Prime Minister', she replied, ""Aisa shareef tha voh bechara (he was a decent man)."" ""He looks decent from a distance. That's why people think decent people are stupid. They don't know such people are very sharp,"" she added."
Android Co-founder paid money to 'own' women: Google investor,"Google shareholder James Martin has said Android Co-founder Andy Rubin was alleged to have engaged in human sex trafficking while at Google. Rubin paid ""hundreds of thousands of dollars to women to be, in Rubin's own words, 'owned' by him"", Martin claimed. Martin said this in a lawsuit against Google-parent Alphabet's board for covering up sexual harassment at the company."
Deeply inspired by Pak PM and Kejriwal: IAS topper from J&K,"The first IAS topper from Jammu & Kashmir, Shah Faesal, who announced his resignation from the civil services on Wednesday, has said he is deeply inspired by Pakistan PM Imran Khan and Delhi CM Arvind Kejriwal. ""If the youngsters of Kashmir give me support, I will do the retake of Kejriwal and Imran Khan in the state,"" Faesal added. "
It's due to Cong: Chidambaram as govt doubles GST exemption limit,"After the GST Council doubled the exemption limit from Ã¢Â‚Â¹20 lakh to Ã¢Â‚Â¹40 lakh, Congress leader P Chidambaram said, ""GST Council is sorting out the mess created by the government, thanks to the active participation and wise advice of six Congress State Finance Ministers."" ""Decisions taken yesterday were largely because of the initiative taken by Congress Finance Ministers,"" he added."
"Will bring Indian students to ISRO, don't need to go to NASA: Sivan","ISRO Chairman K Sivan has said that the space agency will set up six incubation and research centres across the country. ""We will bring the Indian students to ISRO. Why do the Indian students need to go to NASA?"" he added. The ISRO chief further said that Indian astronauts could be trained at Institute of Aerospace Medicine (IAM) in Bengaluru."
US begins withdrawal from Syria after ISIS' 'defeat',"The US-led military coalition has begun withdrawing equipment from Syria, its spokesperson said on Friday. US President Donald Trump had ordered the withdrawal of all troops last month after claiming that the Islamic State militant group has been defeated in Syria. Around 2,000 American troops are believed to be stationed in Syria."
Chinese farmer builds Airbus A320 replica to fulfil childhood dream,"A Chinese farmer-turned-mechanic has constructed a life-sized Airbus A320 replica to fulfil his childhood dream of owning a plane. It took Zhu Yue two years and $400,000 to build the replica, which has been made from over 50 tons of steel. The engine 'turbines' in the replica can actually spin, however, the aircraft replica does not fly."
"277 passengers, crew members fall sick on Royal Caribbean ship","As many as 277 passengers and crew members aboard the Royal Caribbean's Oasis of the Seas cruise ship became sick with a gastrointestinal illness, according to the cruise line. The cruise ship will return to a Florida port earlier because of the illness. Lab test results are awaited to determine whether those sick were stricken by norovirus."
Singapore Airlines fires pilot for failing pre-flight alcohol test,"Singapore Airlines has fired a pilot for failing an alcohol test in September 2018 before a flight from Melbourne, Australia. The pilot's termination came after a random check by Australia's Civil Aviation Safety Authority found ""higher than suitable blood alcohol limit"". In November, an Air India pilot's flying licence was suspended for three years after he failed two breathalyser tests."
Wipro's aerospace business starts supplying parts to Boeing,"The aerospace unit of Wipro Infrastructure Engineering (WIN) has started shipments of part supplies to Boeing from its plant in Devanahalli near Bengaluru. The US-based aircraft maker said this was ""a testament to our firm commitment to #MakeInIndia."" Boeing has contracted WIN to manufacture strut assemblies for 737 MAX and next generation 737 airplane programmes. "
Mahindra suggests gift for tea selling couple who toured 23 nations,"Billionaire Anand Mahindra has suggested crowdsourcing the funding for the next trip of a Kochi-based tea shop owner couple. Vijayan and Mohana have travelled to 23 countries with the money earned from the shop and by taking bank loans. ""We can tell them that the present is in return for their teaching us about the gift of life,"" Mahindra tweeted."
Virat and Deepika listed most valuable Indian celebrities,Virat Kohli has topped the celebrity brand valuation list of Duff & Phelps with a brand value of $170.9 million and following him is Deepika Padukone with a brand value of $102.5 million. Akshay Kumar is in the third position with a brand value of $67.3 million while Ranveer Singh has bagged the fourth position with $63 million brand value.
Not a political film: Producer Sandip on Modi biopic,"Speaking about the upcoming biopic based on the life of Prime Minister Narendra Modi, the film's producer Sandip Ssingh said, ""ItÃ¢Â€Â™s not a political film."" ""We are telling a human story. The rest is on people how they take it,"" the producer added. Actor Vivek Oberoi will be portraying PM Modi's character in the forthcoming biopic."
I connect with women directors on a personal level: Vikrant,"Speaking about working with women directors, actor Vikrant Massey said he could ""undeniably connect with them on a...personal level"". ""I love working with women directors because of their emotional functionality,"" the actor added. Vikrant featured in filmmaker Zoya Akhtar's 2015 film 'Dil Dhadakne Do', as well as director Alankrita Shrivastava's 'Lipstick Under My Burkha', which released in 2017."
'The Accidental...' halted in Kolkata theatre amid protests,"The screening of the film 'The Accidental Prime Minister' was cancelled at Kolkata's Hind Cinema due to security concerns amid protests by Youth Congress activists. Close to 100 activists protested in front of the theatre, West Bengal Youth Congress President Shadab Khan said. The show was reportedly halted after the first ten minutes of the film were screened. "
"Kohli, Shastri receive honorary membership of SCG",Indian captain Virat Kohli and coach Ravi Shastri received the honorary membership of the Sydney Cricket Ground (SCG) ahead of the India-Australia ODI series. Kohli and Shastri will hence join the likes of Sachin Tendulkar and Brian Lara of the West Indies to have received the honorary membership of the Sydney Cricket Ground. 
"Piyush takes jibe at Cong leader, calls him 'man of consistency'","After Alok Verma was removed from post of CBI Director by a PM-led committee, Railway Minister Piyush Goyal called Congress leader Mallikarjun Kharge a ""man of amazing consistency"". Goyal said, ""When Shri Alok Verma was appointed CBI chief by the selection committee, he dissented. Now, when Shri Alok Verma has been removed by the same selection committee, he has dissented."""
New Zealand beat Sri Lanka by 35 runs in the sole T20I,"New Zealand went from 55/5 to 179/7 to register a 35-run win over Sri Lanka in the sole T20I between the sides on Friday. New Zealand, who added 122 runs in the last 10 overs, were helped by Doug Bracewell's 26-ball 44 which included a single four and five sixes. Sri Lankan captain Lasith Malinga picked two wickets."
Gunneswaran 3rd Indian in 5 yrs to play in a Grand Slam,"Indian tennis player Prajnesh Gunneswaran, who has qualified for the main draw of the Australian Open 2019, is set to become only the third Indian tennis player in the last five years to play in a Grand Slam. The Indian has secured himself AUD 40,000 for his qualification round wins and is assured AUD 75,000 from his main draw participation."
Investor sues Google Founders for sexual harassment cover-up,"Shareholder James Martin has filed a lawsuit against Google-parent Alphabet's board including Google Co-founders Larry Page and Sergey Brin, for allegedly covering up sexual harassment by many senior executives. This comes after reports said Android Co-founder had received a $90-million payout despite sexual harassment accusations. The lawsuit is seeking the return of executives' exit packages."
From time to time a CBI probe should happen: Akhilesh Yadav,"After reports claimed Samajwadi Party President Akhilesh Yadav may be questioned by CBI in an illegal mining case, Akhilesh said, ""From time to time a probe should happen, it helps in updating papers, documentation."" He added, ""A CBI probe will not be the first time for us... Question us asap so now we can get busy with polls."" "
Badal playing with religious sentiments of people: Punjab CM,"Punjab CM Captain Amarinder Singh has accused Union Minister Harsimrat Kaur Badal of playing with people's religious sentiments to ""promote vested interests of the Badals"". This comes days after Badal said the Punjab government is not commencing land acquisition for construction of Kartarpur corridor. ""She has once again put her foot in her mouth without doing her homework,"" Singh added. "
"PM Modi isn't Vajpayee, DMK will never ally with BJP: Stalin","DMK President MK Stalin on Friday said, ""DMK will never align with BJP, and (PM Narendra) Modi is not (Atal Bihari) Vajpayee."" He further termed an alliance under PM Modi ""not a healthy alliance"" and said, ""It is an irony that PM Modi compares himself with Vajpayee."" This comes after PM Modi said BJP's doors were ""always open"" for alliances."
Elon Musk shares first pic of SpaceX Starship test rocket,"SpaceX Founder Elon Musk has shared the first image of the 30-foot-wide Starship test flight rocket, saying, ""This is an actual picture, not a rendering."" The current Starship, previously called the 'Big Falcon Rocket', is a suborbital version designed for vertical take-off and landing tests. Musk aims to launch the Starship's orbital version for missions to the Moon and Mars."
Driver's error capsized boat carrying Maha officials: Report,"The capsizing of the boat carrying Maharashtra government officials to Shivaji Memorial, that killed one in October 2018, was due to ""human error"", Maharashtra Maritime Board officials said. The incident happened as the driver took a shorter, wrong route and went too close to the rocks, officials added. The boat was reportedly overcrowded and didn't have adequate life jackets. "
"Canada, Australia in talks with UN to grant asylum to Saudi girl","Canada, Australia and several other countries are in talks with the United Nations (UN) to grant asylum to Saudi Arabia's 18-year-old Rahaf Mohammed al-Qunun who fled her alleged abusive family, Thai police said. Rahaf was granted refugee status by the UN earlier this week. She is currently under the care of the UN refugee agency, UNHCR, in Thailand."
Delhi HC refuses to cancel bribery case against CBI No. 2 Asthana,"The Delhi High Court has refused to cancel the bribery case against CBI No. 2 Rakesh Asthana. The court directed the CBI to conduct the investigation in 10 weeks and submit a charge sheet. In his petition, Asthana had challenged the FIR saying it was motivated at the behest of Alok Verma, who was removed as the CBI Director yesterday."
"Ex-CBI chief quits IPS, refuses to take role of DG Fire Services","Alok Verma has refused to take charge as Director General, Fire Services after he was removed and transferred from the post of CBI Director. Verma also resigned from the Indian Police Service. ""Natural justice was scuttled and the entire process was turned upside down in ensuring that the undersigned is removed from the post of Director CBI,"" his statement read."
Gurmeet Ram Rahim convicted for murder of journalist in 2002,The CBI court in Panchkula has convicted Dera Sacha Sauda's Gurmeet Ram Rahim for ordering the killing of journalist Ram Chander in 2002. Chander's newspaper 'Poora Sach' had published an anonymous letter alleging how women sadhvis in the dera were raped by Ram Rahim. Ram Rahim is currently serving a 20-year prison term for raping two of his women followers.
Interim CBI chief Rao cancels all transfer orders by Alok Verma,"Interim CBI director M Nageswara Rao on Friday cancelled all transfer decisions taken by Alok Verma during his two days in office after a 77-day forced leave. Verma, who resumed duty as CBI Director on Wednesday, had signed nearly 24 transfer orders and reversed most transfer orders by Rao before being sacked by a PM Narendra Modi-led panel on Thursday.  "
Is deewar ka saaf mann aur hriday bhi hai: Sehwag wishes Dravid,"Wishing ex-India captain Rahul Dravid on his 46th birthday, former batsman Virender Sehwag tweeted, ""Deewaron ke bhi kaan hote hain, is deewar ka bahut saaf Mann aur hriday bhi hai! (#TheWall too has ears...this one has a pure mind and a heart as well)."" ""A joy to have played with him and made so many wonderful memories together,"" he added."
"MP school principal calls CM Kamal Nath 'daku', suspended","The headmaster of a government school in Madhya Pradesh's Jabalpur was suspended on Thursday after a video showing him call CM Kamal Nath a ""daku"" (dacoit) went viral online. Several Congress workers had complained about the incident, following which Jabalpur District Collector Chhavi Bhardwaj ordered the suspension. The headmaster was found to have violated the MP Civil Services (Conduct) Rules."
ISRO wants women astronauts also in Dec 2021 space mission: Chief,"ISRO Chairman K Sivan has said the agency is aiming to launch India's first human space mission by December 2021, adding it wants to train both male and female astronauts. Sivan added initial training will be done in India and advanced training will most likely be in Russia. ISRO will perform two unmanned missions before manned mission, he further said."
UK High Commission gets consular access to Christian Michel,"The British High Commission in India has got consular access to AgustaWestland scam accused middleman Christian Michel, who was brought to Delhi from the United Arab Emirates on December 4. ""Our staff are supporting a British man who is detained in India, and have visited him to check his welfare,"" the High Commission said in a statement. "
Greek university gets envelope containing 'irritant' from India ,"A university on the Greek island of Lesbos received an envelope containing an ""industrial irritant"" from India, triggering an allergic reaction in members of staff. Eleven other envelopes addressed to universities across Greece, with some having a printed note of ""Islamist content"" inside, were also found. Several envelopes were intercepted before reaching the intended recipients."
Myanmar court rejects appeal by Reuters journos jailed for 7 years,"A Myanmar court has rejected the appeal of two Reuters reporters sentenced to seven years in jail on charges of breaking the Official Secrets Act. The court said the defence had not provided sufficient evidence to show they were innocent. Before their arrest, the reporters had been working on a Reuters investigation into the killing of 10 Rohingyas in Myanmar."
We're with you: Trump to kin of murdered Indian-origin policeman,"Talking to the brother of Indian-origin police officer Corporal Ronil Singh who was allegedly killed by an illegal immigrant last month, US President Donald Trump said, ""We're with you."" ""He was so beloved by the people of the department and beyond"", Trump added. Trump's remarks came as he demanded funds to build the US-Mexico border wall to stop illegal migration."
My dad has hundreds of crores with him: Raymond's Gautam Singhania,"Amid the ongoing property dispute with his estranged father Vijaypat Singhania, Raymond CMD Gautam Singhania said his father has ""hundreds of crores with him"". He added that he'll be ""indebted to anyone for life"" who can convince his father to stay with him. A Mumbai court recently dismissed Gautam's plea for an injunction against his father's autobiography, 'The Incomplete Man'."
Rhea Kapoor to marry rumoured boyfriend Karan Boolani: Report,"Sonam Kapoor's sister Rhea Kapoor will get married to her rumoured boyfriend Karan Boolani by the end of this year, as per reports. ""Anil [Kapoor] has already accepted Karan as part of his family. He's as close to Karan as he is to...Anand Ahuja. Marriage would be just a formality but one that Anil is looking forward to,"" stated reports."
Sushant to star in Bhandarkar's 'Inspector Ghalib': Reports,"Sushant Singh Rajput will be starring in Madhur Bhandarkar's next film based on sand mafias titled 'Inspector Ghalib', as per reports. The story, which is inspired by real-life events, is based in Uttar Pradesh and the major part of the film will be shot there, reports suggested. ""'Inspector Ghalib' is the story of a cop,"" stated reports."
Deepika's battle with depression included in book for kids,"Actress Deepika Padukone's battle with depression has been written about in an upcoming children's book that showcases the stories of 51 Indian women. ""From the acting community, Deepika emerged as a unanimous choice,"" the book's co-author Lakshmi Nambiar said. The book titled 'The Dot That Went For A Walk', is jointly written by Lakshmi Nambiar, Reema Gupta, and Sarada Akkineni. n"
Being best entertainer is my single point agenda: Ranveer,"Ranveer Singh has said that he wants to be the best entertainer, adding, ""It's a single point agenda for me and personal ambition."" ""It is not about the numbers for me, it is basically to entertain people, to entertain as many as I can and as much as possible. I keep that purpose of life,"" added the actor."
Words like jingoism are used for shaming these days: Kangana,"Kangana Ranaut has said words like ""chest-thumping nationalism and jingoism"" are used for shaming these days. Talking about lyricist Prasoon Joshi who wrote a song for her upcoming film 'Manikarnika: The Queen of Jhansi', she said, ""How beautifully Prasoon sir said, one should not be shamed for whichever kind of love one has."" Kangana's film will release on January 25."
"BCCI announces schedule for T20I, ODI series with Aus at home","BCCI on Thursday announced the schedule for the home series against Australia set to take place in February-March. The T20I series starts in Bengaluru on February 24, while the ODI series will start from March 2 in Hyderabad. This will be the second time in three years that Australia will be touring India for a limited-overs series."
Rahul crying more than Alok Verma in CBI matter: BJP Leader,"BJP leader GVL Narasimha Rao on Friday said, Ã¢Â€ÂœRahul Gandhi is crying more than Alok Verma in CBI matter."" ""The real investigation that is going on in the CBI is AgustaWestland and other defence deals,"" he added. He further said that Congress is intervening in the CBI debate because the party is worried that CBI is ""getting at the truth""."
Caged parrot will remain caged: Sibal on CBI chief's removal,"After Alok Verma was removed from the post of CBI Director by a panel led by Prime Minister Narendra Modi, Congress leader Kapil Sibal tweeted, ""The caged parrot will remain caged."" He added that the panel feared ""the parrot might spill the beans by parroting the goings on"". Verma was transferred to the post of Director General, fire services."
Messi-less Barcelona suffer loss in Copa Del Rey first leg,"Barcelona, playing without Lionel Messi, suffered a 1-2 loss against Levante in the first leg in the last-16 stage of the Copa Del Rey. Philippe Coutinho, making his first start in almost a month, converted an 85th-minute penalty to score Barcelona's only goal. The other players who missed playing in the match were Luis Suarez and Marc-AndrÃƒÂ© ter Stegen."
"I don't know Manmohan Singh's caste, says Ram Vilas Paswan","Discussing the proposed 10% quota for economically weaker sections in general category, Union Minister Ram Vilas Paswan said, ""All the prime ministers from Congress, barring Manmohan Singh as I do not know what caste he belongs to, belonged to upper castes."" He asked, ""Why did they never think of bringing in reservation for the poor 'savarnas'?"""
Congress govt in MP is running at our Ã¢Â€Â˜mercyÃ¢Â€Â™: BJP leader,"BJP General Secretary Kailash Vijayvargiya on Wednesday said that the Congress government in Madhya Pradesh ""is being run because of our mercy"". ""The day, a sneeze comes to Delhi people (a reference to central leadership), our government will be formed in the state,Ã¢Â€Â he added. Reacting to VijayvargiyaÃ¢Â€Â™s statements, Congress said the BJP is insulting the mandate given by voters."
Kuldeep Singh Rathore named chief of Himachal Congress,"Senior Congress leader Kuldeep Singh Rathore was appointed as the president of the Himachal Pradesh Congress Committee on Thursday. Rathore, who is an advocate by profession, is a former general secretary of the party but has never been an MLA. He has replaced Sukhvinder Singh Sukhu, whose ouster was reportedly demanded by former Chief Minister Virbhadra Singh last year. "
"Man held for duping 2,000 people using PM Modi's pics","Delhi police arrested a 57-year-old man after he duped over 2,000 people of over Ã¢Â‚Â¹3 crore on the pretext of providing cheap houses under the Pradhan Mantri Awas Yojana. The accused created a fake website and was using pictures of PM Narendra Modi to lure his victims, police said. He had also duped four advertising companies of Ã¢Â‚Â¹1 crore."
K'taka govt approves suburban rail project for B'luru,"The Karnataka government on Thursday approved the suburban rail project connecting Bengaluru and its suburbs. The 161-km-long suburban rail network will have 81 stations, spaced at an average of 1.8 km from each other in four corridors. The Cabinet also approved the realignment of Namma Metro project to provide connectivity to the Kempegowda International Airport. "
Russian artist jailed for setting fire to Bank of France,"A French court jailed exiled Russian artist Pyotr Pavlensky for setting fire to the facade of a Bank of France building in 2017. Pavlensky received a one-year jail term and two years suspended but was allowed to walk free, having served 11 months in custody. Pavlensky said he'd targeted the bank as it ""remains a symbol of occupation for Paris""."
Scoring error led to Pakistani batsman getting run-out on 499,"Pakistan's Hanif Mohammad got run-out on 499 in a first-class match on January 11, 1959, due to a scoring error. The scoreboard showed Hanif on 496 instead of 498 before the third day's second-last ball. Wanting to reach 500 off the last ball to give his captain the option to declare overnight, Hanif got run-out while attempting the second run. "
Rajinikanth fans get married at TN theatre running his film 'Petta',"Two fans of 68-year-old actor Rajinikanth got married to each other at Woodland Cinemas in Tamil Nadu's Chennai on Thursday, which was running the show of the actor's latest film 'Petta'. The couple got married in traditional South Indian style on the premises of the theatre. The couple's family members were also present at the theatre for their wedding. "
Sad I was transferred based on false allegations: Alok Verma,"After he was removed from the post of CBI Director, Alok Verma said, ""It is sad that I was transferred to another post... based on false, unsubstantiated and frivolous allegations made by only one person."" Stating CBI must function without ""external influences"", he said he had aimed to uphold its integrity even when there had been attempts to destroy it."
"Pandya, Rahul can be suspended till further action: BCCI legal cell","The BCCI's legal cell has said cricketers Hardik Pandya and KL Rahul's comments on women in Koffee with Karan don't fall under the 'Code of Conduct' ambit, but CoA can suspend them and conduct inquiry. The legal cell also recommended appointment of an ad hoc Ombdusman to investigate the matter. This comes after CoA member Diana Edulji sought legal opinion."
"Rahul, Pandya have understood magnitude of what's happened: Kohli","Reacting to Hardik Pandya and KL Rahul's comments on women in 'Koffee with Karan', India captain Virat Kohli said the Indian cricket team ""doesn't align with those views and those are purely individual views"". He added  Rahul and Pandya have understood the magnitude of what has happened and it has been communicated to them that their comments are not acceptable."
"Her eyes were open, she knew it was me: Cricketer denies rape charge","Australia-born county cricketer Alex Hepburn, accused of raping a sleeping woman shortly after she had sex with his ex-teammate Joe Clarke over a WhatsApp 'sex conquest game', broke down while denying the allegations in court. Hepburn claimed her eyes were open and sex was consensual. He added when she got up, she said, ""You just raped me you sick bastard."""
"Murray breaks down, says Australian Open could be his last event","Former world number one Andy Murray broke down during a press conference and said that the upcoming Australian Open could be his last tournament. The 31-year-old, who is struggling to recover from a hip surgery, added he would have liked to end his career at Wimbledon but isn't sure if he could play through pain for another 4-5 months. "
1984 riot culprits must be punished regardless of identity: Rahul,"Referring to the 1984 anti-Sikh riots, Congress President Rahul Gandhi said, ""Anybody, regardless of where he comes from, if he has harmed members of the minority community, he should be punished."" He added, ""The legal system will make sure that the justice is done and we will allow the justice system to work."" "
Chhattisgarh becomes 3rd state to bar CBI from probing cases,"After Andhra Pradesh and West Bengal, Chhattisgarh has become the third state to withdraw the General Consent given to CBI to probe cases in the state. The state has informed the Department of Personnel and Training and the Union Ministry of Home Affairs of the decision. The CBI must now seek permission before investigating any fresh cases in Chhattisgarh. "
"Police burn body with waste; keep Ã¢Â‚Â¹2,700 given for proper cremation","Policemen in Uttar Pradesh's Baghpat allegedly burnt an unclaimed body along with plastic waste and tyres using kerosene and kept Ã¢Â‚Â¹2,700 they got from the department to ensure the body gets a proper cremation. They were supposed to use Ã¢Â‚Â¹300 to buy a shroud, Ã¢Â‚Â¹400 to take body to cemetery and Ã¢Â‚Â¹2,000 for cremation. A police inquiry has been launched."
"Keep trying, miracles do happen: SC on Meghalaya mine rescue effort","The Supreme Court on Friday asked the Centre and the Meghalaya government to take help of experts and continue efforts to rescue 15 miners trapped in an illegal coal mine in Meghalaya's East Jaintia Hills since December 13. ""Carry on with your rescue efforts, what if all or at least some are still alive? Miracles do happen,"" the SC said."
Mutilated body of 15-yr-old WB girl found hanging from tree,"A partially mutilated body of a 15-year-old girl was found hanging from a tree in Malda district, West Bengal on Thursday. A police official said there were signs of physical struggle and the girl, who had been staying alone at home for a few days, had injuries all over her body. Her family has claimed she was raped. "
"Man killed nephew, buried him in balcony & planted saplings: Police","The Delhi Police has arrested Odisha's 37-year-old techie Bijay Kumar Maharana, who allegedly killed his nephew in 2016 in Delhi, buried his body in the soil in his balcony and planted saplings on it. Bijay was upset over his nephew Jai Prakash's friendship with his girlfriend. He smashed Jai's head with a ceiling fan's motor when he was sleeping. "
Pilot 'lands' helicopter on its nose to rescue skier; video viral,"A video has gone viral where a pilot partially landed on a steep mountainside in the French Alps with the helicopter's nose and blades inches away from the snow during the rescue of a 19-year-old injured skier. The pilot said that the manoeuvre known as ""skate support"" was chosen because of the weather conditions during the January 2 incident."
Rare 1 cent coin found by US teen in 1947 auctioned for Ã¢Â‚Â¹1.4 crore,"A rare 1-cent copper coin, minted in 1943, found by Don Lutes Jr in the change he received after buying lunch as a teenager in 1947 has been auctioned for $204,000 (Ã¢Â‚Â¹1.4 crore). All US pennies were to be made of zinc-coated steel in 1943 to conserve copper needed for wartime essentials. However, some copper pennies were created by mistake."
Raymond chief Gautam Singhania to quit from all group companies,"Raymond Chairman & MD Gautam Singhania has said he'll step down as Chairman from all group companies to ensure promoter family is away from day-to-day functioning. ""Tomorrow morning if I die, god forbid, there are identified people who will take charge of everything,"" Singhania said. ""Even at Raymond Limited, I don't know how long I'll remain as chairman,"" he added.n"
Vicky Kaushal's 'Uri: The Surgical Strike' hits the theatres,"Vicky Kaushal and Yami Gautam starrer 'Uri: The Surgical Strike' ""is a decent looking film,"" wrote Hindustan Times. ""The film is slickly made, and...keeps you watching despite some clunky passages,"" according to The Indian Express. Bollywood Hungama said, ""The film has a thrilling and a gripping narrative."" It has been rated 2/5 [HT, The Indian Express] and 3.5 [Bollywood Hungama]."
"Alia, Ranbir to get engaged post Brahmastra's release: Report ","Alia Bhatt and Ranbir Kapoor will get engaged this year after the release of their upcoming film 'Brahmastra', reports suggested. ""Neetu Kapoor wants the couple to exchange rings this June, but the couple wants to take it easy till the much-anticipated release of the Ayan Mukerji film,"" stated reports. 'Brahmastra', which also stars Amitabh Bachchan will release in December."
Anupam Kher's 'The Accidental Prime Minister' hits theatres,"Anupam Kher's 'The Accidental Prime Minister', which released today, is ""an entertaining affair...keeps you hooked throughout,"" wrote Times Now. According to NDTV, ""The film...is neither hugely entertaining nor engagingly dramatic."" The film ""is an inelegant adaptation with blatant disregard for Manmohan Singh,"" wrote Firstpost. It has been rated 3/5 (Times Now), 1.5/5 (NDTV) and 2/5 (Firstpost)."
Elbow injury forces Steve Smith to return home from BPL,"Former Australian team captain Steve Smith is heading home after picking up an elbow injury while playing in the Bangladesh Premier League Twenty20 tournament. Smith, who was captaining the Comilla Victorians, scored 16 runs in his two matches in the tournament so far. The 29-year-old batsman is currently serving a one-year ban from international cricket."
Certain things that PM Modi says I listen to: Rahul Gandhi,"Claiming he listens to his opponents without getting angry, Congress President Rahul Gandhi has said, ""(Prime Minister) Narendra Modi has a lot of anger and a lot of what he says about me comes from that anger. But there are certain things he says which I listen to."" Rahul claimed he learns from his own grandmother, father and PM Modi."
"PM Modi is a dictator, works like Hitler, Putin: Cong leader","Talking about PM Narendra Modi, Congress leader Sushil Kumar Shinde said, ""What else is he if not Hitler?...He works like (Vladimir) Putin. He's a dictator."" Shinde said this while referring to the alleged police atrocities against Congress workers in Solapur, Maharashtra. Further talking about ""imposing demonetisation"", he added that PM Modi only ""listens to himself""."
Rolls-Royce warns Brexit could bring production to a halt,"Luxury automaker Rolls-Royce has said its factory in southern England risks facing a shutdown in the event of a hard Brexit if just one component becomes unavailable because of border delays. The company operates a just-in-time production system, usually holding parts for no more than 24 hours. The British carmaker sources 32,000 parts from over 600 global suppliers."
Scientists find protein to make mosquito birth control drug,"Scientists at the University of Arizona have discovered a protein named EOF-1, found exclusively in mosquitoes that could be used to make drugs to curb their reproduction. Scientists blocked the protein, critical to the process of producing viable eggs, resulting in females laying eggs with defective shells which caused the embryos inside them to die."
Centre launches 5-yr plan to combat pollution in 102 cities,"The Environment Ministry on Thursday launched National Clean Air Programme (NCAP) aimed at reducing toxic particulate matter in 102 Indian cities by 2024. The NCAP will be a mid-term, five-year plan with 2019 as the first year, while 2017 will be the base year for comparison of concentration. An amount of Ã¢Â‚Â¹300 crore has been sanctioned for this purpose."
